2024-08-14 22:57:03,58976.01,58983.55,58828.0,82623.0
2024-08-14 22:57:06,58976.01,58983.55,58828.0,82626.0
2024-08-14 22:57:08,58976.0,58983.55,58828.0,82628.0
2024-08-14 22:57:10,58976.0,58983.55,58828.0,82630.0
2024-08-14 22:57:12,58976.0,58983.55,58828.0,82632.0
2024-08-14 22:57:14,58976.0,58983.55,58828.0,82634.0
2024-08-14 22:57:17,58975.67,58983.55,58828.0,82637.0
2024-08-14 22:57:19,58974.0,58983.55,58828.0,82639.0
2024-08-14 22:57:21,58974.01,58983.55,58828.0,82641.0
2024-08-14 22:57:23,58974.01,58983.55,58828.0,82643.0
2024-08-14 22:57:25,58974.0,58983.55,58828.0,82645.0
2024-08-14 22:57:27,58974.0,58983.55,58828.0,82647.0
2024-08-14 22:57:30,58974.01,58983.55,58828.0,82650.0
